x,y
9.004,-0.071
9.127,-0.069
9.238,-0.067
9.388,-0.062
9.791,-0.048
9.883,-0.046
9.983,-0.045
10.075,-0.042
10.218,-0.038
10.264,-0.036
10.336,-0.033
10.392,-0.031
10.498,-0.027
10.585,-0.023
10.652,-0.021
10.689,-0.019
10.754,-0.017
10.818,-0.015
10.869,-0.013
10.904,-0.012
10.938,-0.011
10.971,-0.010
11.028,-0.007
11.104,-0.004
