x,y
-2.1162968227644843,0.8482588853728066
-1.6888222029183888,0.6748993121845335
-1.5612940588064967,0.8450551821534118
-1.503365009169321,0.8803122629913436
-1.5128238876165907,0.8134104401495934
-1.5128589854958014,0.789268248032011
-1.4687409513280159,0.6282167795590659
-1.3840848666719312,0.6646997672411539
-1.3748541244395307,0.555757512357141
-1.3521808944694516,0.6425844077725764
-1.3144155764387937,0.7003001019954496
-1.3130994059683943,0.6052187671626958
-1.300744952486246,0.7547794021497505
-1.2656470732755973,0.7674471062060308
-1.2594347486553126,0.6219728273661638
-1.2263725464388815,0.5214157752961792
-1.22386304807532,0.7088487590553654
-1.1624066615774742,0.6500706122342235
-1.1624066615774742,0.6500706122342235
-1.160985197469443,0.5590429426994796
-1.0666596470908245,0.6522118628553497
-0.9512753691858169,0.5868628553495308
-0.9090175226161958,0.6336434605225307
-0.8098835627857186,0.5782815074404375
-0.7680117928874148,0.3815316316656643
-0.740863583317978,0.3815316316656643
-0.6999219072187564,0.40961307110913525
-0.7614484894750235,0.23931009231895817
-0.778681548167452,0.2380024583518583
-0.660191107952302,0.2636320841070168
-0.5189396930690464,0.3951310249235036
-0.3922889959374205,0.29488453592070507
-0.38963910605701657,0.1263141721369354
-0.36103433450033795,0.027408007950414648
-0.4379864346696851,-0.30151097104898394
