x,y
9.006,-0.0391
9.075,-0.0431
9.157,-0.0433
9.211,-0.0463
9.279,-0.0476
9.350,-0.0502
9.408,-0.0513
9.483,-0.0516
9.577,-0.0493
9.662,-0.0462
9.749,-0.0440
9.811,-0.0405
9.887,-0.0381
9.963,-0.0360
10.037,-0.0323
10.091,-0.0304
10.159,-0.0293
10.233,-0.0256
10.322,-0.0220
10.379,-0.0198
10.454,-0.0184
10.568,-0.0139
10.720,-0.0081
10.755,-0.0062
10.787,-0.0054
10.832,-0.0054
10.895,-0.0010
