x,y
1.998,-0.007
1.906,-0.008
1.822,-0.009
1.741,-0.010
1.652,-0.011
1.570,-0.012
1.488,-0.013
1.406,-0.014
1.330,-0.015
1.251,-0.0165
1.166,-0.0176
1.070,-0.020
0.983,-0.021
0.905,-0.022
