x,y
0.06529335043716757,0.9182374618438325
0.23289840215121865,0.9188732661679344
0.3195268177743904,0.8908124693564456
0.37963534482295924,0.8417511506160342
0.42509111012114026,0.7808847486042354
0.455250036229356,0.7180539959194647
0.48035295443688847,0.6562765906970123
0.5248426035757032,0.5944612270074492
0.5658703364767891,0.5330823856896578
0.6172194103471041,0.4735729988770619
0.6671837177223275,0.4141585082322425
0.7210446936069947,0.36578044189982123
0.7950008856064794,0.30987710946272945
0.8657044865360979,0.27313331329969787
0.9598364043303473,0.23366599712148284
1.0518911723819595,0.20454236323089814
1.160434322886755,0.17629177408385655
1.2685588230558256,0.1553292106220443
1.3725129218036316,0.14150283897701926
1.4884790647995578,0.12355797365049737
1.5943814978020858,0.11154411881000198
1.7177223274811741,0.10142818732503517
1.8324486214059137,0.09106552580384958
1.9613124151293793,0.07852025242380622
2.0971805510082495,0.06759770351273975
2.201504994283813,0.06759770351273975
2.317471137279739,0.06386828411912626
2.436995808129331,0.05809859711831966
2.559998497152641,0.05087699875053375
2.6727764568226586,0.04513578060006007
2.787084100411673,0.04884622076011827
2.8993306961940393,0.0520252423806285
2.9688105499884605,0.05139892767330406
