x,y
0.007889948634824194,0.992218514242333
0.10509733620305615,0.9897512138801461
0.19729702167857316,0.9865342337925251
0.28775769806723095,0.9768263558289969
0.38242097974913186,0.9694719028263241
0.48302587581113504,0.9538045455264363
0.5693000488425392,0.9332690148196181
0.6558962605937321,0.9111487181109335
0.7364059405409178,0.8803549116674838
0.8076409053581876,0.8387714109478546
0.8689570776059642,0.7964856785866796
0.9505616892004316,0.7509639869043288
1.044548689570776,0.7104717921141284
1.1351381814473493,0.6595315292517436
1.2190775737602852,0.6096635930852325
1.3150290103213411,0.5662391067107406
1.4229763891945275,0.5184399070017556
1.5170438992448192,0.4792003416262039
1.6067960904499419,0.4329194806016416
1.702650915395061,0.39841523399813367
1.8103406632924166,0.3759817799357868
1.910736234186557,0.3582361965615954
2.0006655466875634,0.33569835671469456
2.1102231191596936,0.3112815727458205
2.217397605105387,0.28428361301342775
2.3211423786853307,0.2590981700855646
2.4374627642730244,0.23645594445410972
2.5592739100331166,0.22180397614942976
2.667108575354377,0.21072010375314337
2.770917756678278,0.20752210289907785
2.869783643653422,0.20755057174941077
