x,y
0.004766173052873391,0.9999620415328894
0.10118456575762293,0.9993641956758978
0.22394572574109162,0.9918579088047828
0.3389457525776516,0.9815142265171524
0.45553987107716587,0.9645847501858382
0.5694932720744125,0.9442959495152385
0.6578929006564223,0.9195944770430353
0.7443441949837103,0.8864377560219525
0.8261259278740615,0.8462871874357474
0.9041076038709055,0.7985259461938727
0.977468024238781,0.763509260284372
1.0498945323192692,0.7228082939250635
1.1132073446297361,0.6811583658879907
1.1904644335070553,0.6360257484935232
1.2570298368873885,0.6061334556439495
1.338972589137634,0.5749221060622833
1.4189831090691472,0.5403039840574437
1.5084776692984387,0.5033324370917487
1.609452909888199,0.4634950258592056
1.6960813255113707,0.4314865484682176
1.7975879299887825,0.40083508627643244
1.8987080880024476,0.36795356414190133
1.9965273491382782,0.33940879687475284
2.0948296683537917,0.3151248675407657
2.1997981890689324,0.29494045265472024
2.3129142893947283,0.2768247742262008
2.434306784819095,0.25678270359181987
2.5456516721860525,0.24122922169326388
2.666400090170842,0.22793426858778681
2.7654430984418696,0.2248026950511648
2.8637615195933726,0.22167112151454277
2.927251453199723,0.22104480680721839
