x,y
0.008211987354612937,0.9733721353219351
0.09377767520248186,0.9733721353219351
0.2040437328581473,0.9619940848055419
0.31938190035048547,0.9366852768595695
0.41533333691154134,0.9008809527575243
0.4810936434924026,0.8511458712259004
0.545018329370468,0.7816723867967796
0.6177829781067344,0.7301532573109588
0.7094351977586105,0.674572571844307
0.7885279073387257,0.6185648536226611
0.8691180969658586,0.5697217960681353
0.9557626145250198,0.5142739652363704
1.0442910585949452,0.4686668670030208
1.1514816464766282,0.42565043414996745
1.255017094888709,0.39231341041010953
1.3686323552301773,0.3510430670441425
1.4925528546048854,0.315409556044095
1.6132207629097273,0.28606766096762454
1.736899733244594,0.2613946573457541
1.8677923709027282,0.22875986524744168
1.986833983672637,0.2088696284815031
2.1141519915411164,0.18666392522181974
2.2335800507747714,0.17027535704683122
2.3692388614857793,0.15602195264681223
2.4818074959879346,0.13934869596849442
2.6095119503201603,0.12578803359324336
2.75541159232045,0.11451436886140409
2.915094491527698,0.11326173944675527
